id,title,outcome,featureArea,wave,targetRelease,dependsOn,acceptance,sourceRefs,decisionRefs,riskEvidenceNeeds,status,evidenceRefs,platformId
RC-W23-T09,Accept a recoverable remote worker release,Researchers can accept a recoverable remote worker release.,remote execution,23,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07"", ""RC-W07-T10"", ""RC-W23-T01"", ""RC-W23-T02"", ""RC-W23-T03"", ""RC-W23-T04"", ""RC-W23-T05"", ""RC-W23-T06"", ""RC-W23-T07"", ""RC-W23-T08""]","A bounded end-to-end remote campaign, failure matrix and rollback review pass before expanding concurrency or credentials.","[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_e8634504644690e95255386eae8d4f4e
RC-W24-T01,Define explicit capability negotiation,Researchers can define explicit capability negotiation.,adapter interoperability,24,long-term,"[""RC-W18-T08"", ""RC-W21-T08"", ""RC-W15-T08"", ""RC-W17-T08""]","Adapter versions declare supported domains, fields, environments and forbidden operations; unsupported capability requests fail before execution.","[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_0ed81f9a635202df983dfa09a62a1e28
RC-W24-T02,Preserve domain units and validity semantics,Researchers can preserve domain units and validity semantics.,adapter interoperability,24,long-term,"[""RC-W24-T01""]","Shared records retain domain-specific units, quality constraints and applicability without collapsing all results into one generic score.","[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_2f49dfa84da5f330f491d00d99b5194c
RC-W24-T03,Reject incompatible contract revisions,Researchers can reject incompatible contract revisions.,adapter interoperability,24,long-term,"[""RC-W24-T01""]",Version mismatches fail with a migration or original-runtime path; accepted studies never silently change semantics.,"[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_b644ccdd8479f0bac0755b4e4a4e9bed
RC-W24-T04,Test portability between two real adapters,Researchers can test portability between two real adapters.,adapter interoperability,24,long-term,"[""RC-W24-T01""]",Independent implementations exchange valid records through the same contract and expose differences requiring explicit extensions.,"[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_2f7cf3fe00da65f5c57c6043d19e312a
RC-W24-T05,Review optional external laboratory contracts,Researchers can review optional external laboratory contracts.,adapter interoperability,24,long-term,"[""RC-W24-T01""]","Exact public versions, licenses and maintainer boundaries are checked before reuse; each repository remains independently buildable.","[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_4e29d56dcd5925c23e8e25bcbd635672
RC-W24-T06,Prevent cross-laboratory authority inheritance,Researchers can prevent cross-laboratory authority inheritance.,adapter interoperability,24,long-term,"[""RC-W24-T01""]","Imported evidence cannot grant local resources, evaluator access, publication or sibling control; hostile authority fields are rejected.","[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_5ff37fa118f32b07d3bfccb393cea7b8
RC-W24-T07,Document extraction or duplication decisions,Researchers can document extraction or duplication decisions.,adapter interoperability,24,exploratory,"[""RC-W18-T08"", ""RC-W21-T08"", ""RC-W15-T08"", ""RC-W17-T08"", ""RC-W24-T01"", ""RC-W24-T02"", ""RC-W24-T03"", ""RC-W24-T04"", ""RC-W24-T05"", ""RC-W24-T06""]",Shared-library adoption requires demonstrated costly duplication and approved governance; small versioned schemas remain a supported alternative.,"[""RC-013"", ""RC-015"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]",Interoperability is an optional reviewed proposal and cannot become a dependency on an unreleased sibling.,PLANNED,[],tsk_a379270dfea56761b6e58c6a0ca7b3e7
RC-W25-T01,Inventory the full research artifact closure,Researchers can inventory the full research artifact closure.,portable research packages,25,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07"", ""RC-W21-T08"", ""RC-W24-T07""]","The package includes or lawfully locates every source, protocol, trial, evaluation, reproduction and claim dependency.","[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_e1de7d5b06c4a65d658e9506e3556f43
RC-W25-T02,Preserve all applicable negative evidence,Researchers can preserve all applicable negative evidence.,portable research packages,25,long-term,"[""RC-W25-T01""]","Export selection cannot omit contradictory, failed or null outcomes needed to interpret a claim; a missing branch fails validation.","[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_5c00c934f36832e844ed2f17e8e983ce
RC-W25-T03,Separate distributable artifacts from restricted inputs,Researchers can separate distributable artifacts from restricted inputs.,portable research packages,25,long-term,"[""RC-W25-T01""]",Rights records govern inclusion while unavailable private or licensed inputs remain explicit reproducibility limits.,"[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_f35dc9597433cf980a92fe59e5302c28
RC-W25-T04,Verify safe bounded bundle import,Researchers can verify safe bounded bundle import.,portable research packages,25,long-term,"[""RC-W25-T01""]","Traversal, oversized content, unknown schemas and executable serialized payloads are rejected without running contributed code.","[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_03509f0efec982981da39f5440c35b63
RC-W25-T05,Detect artifact mutation and missing lineage,Researchers can detect artifact mutation and missing lineage.,portable research packages,25,long-term,"[""RC-W25-T01""]","Hashes, reference resolution and declared inventories detect tampering or omission before accepting a complete package.","[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_df8126fd7360883c7cf417f41758a21e
RC-W25-T06,Rebuild reports from imported records,Researchers can rebuild reports from imported records.,portable research packages,25,long-term,"[""RC-W25-T01""]",A fresh environment regenerates equivalent tables and claim scope from retained data without cached passed verdicts.,"[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_48588e8d991ed0ce7c1d55e0aeb0dd64
RC-W25-T07,Reproduce an imported cross-domain package,Researchers can reproduce an imported cross-domain package.,portable research packages,25,long-term,"[""RC-W25-T01""]",An external worker reruns permitted evidence using declared adapter versions and records deviations and unsuccessful attempts.,"[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_a4e4d8ce0b77d7dd902600db9e483523
RC-W25-T08,Maintain package compatibility and correction history,Researchers can maintain package compatibility and correction history.,portable research packages,25,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07"", ""RC-W21-T08"", ""RC-W24-T07"", ""RC-W25-T01"", ""RC-W25-T02"", ""RC-W25-T03"", ""RC-W25-T04"", ""RC-W25-T05"", ""RC-W25-T06"", ""RC-W25-T07""]",Versioned migrations or original-runtime instructions preserve old evidence; corrected packages link predecessors without erasing them.,"[""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","Availability, integrity, safe parsing, rights and actual reproduction are independent acceptance dimensions.",PLANNED,[],tsk_ae06479edcbd89df3da0c4c1d9578873
RC-W26-T01,Register a blind multi-domain evaluation protocol,Researchers can register a blind multi-domain evaluation protocol.,independent programme evaluation,26,long-term,"[""RC-W22-T08"", ""RC-W23-T09"", ""RC-W25-T08""]","At least two materially distinct domains, equal-cost simple baselines, scoring and disclosure rules are fixed before system feedback.","[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_2a31a07f95c67badffaf374b80c5bb45
RC-W26-T02,Select independent evaluators and authority,Researchers can select independent evaluators and authority.,independent programme evaluation,26,long-term,"[""RC-W26-T01""]","Actual reviewers, permitted resources and conflict/independence limits are recorded without fabricating human participation.","[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_1aa2dff88991a242f69197aa379cbfee
RC-W26-T03,Protect evaluation workloads from producers,Researchers can protect evaluation workloads from producers.,independent programme evaluation,26,long-term,"[""RC-W26-T01""]",Chosen blind conditions remain inaccessible to proposal workers under tested enforcement while evaluator query authority stays finite.,"[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_65579b847689ff3424c8e9d8ab5d16f7
RC-W26-T04,Run all registered domains and baseline arms,Researchers can run all registered domains and baseline arms.,independent programme evaluation,26,long-term,"[""RC-W26-T01""]","Real campaigns retain complete raw evidence and costs for every registered cell, including failed or unsupported domains.","[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_b6188969b48baaf53909baec78bbc106
RC-W26-T05,Reproduce each reported domain result,Researchers can reproduce each reported domain result.,independent programme evaluation,26,long-term,"[""RC-W26-T01""]",Separate workers obtain claimed observations under declared tolerances and report numerical or environment failures explicitly.,"[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_da60803615133e8de99eee1fa1b55c0c
RC-W26-T06,Analyze cross-domain limits and reversals,Researchers can analyze cross-domain limits and reversals.,independent programme evaluation,26,long-term,"[""RC-W26-T01""]","Results expose where the system helps, fails or is inconclusive; averaging cannot conceal a domain-specific failure.","[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_ea5dccfddde06d04f8b1ceb86d2d4e1c
RC-W26-T07,Publish the complete independent evaluation set,Researchers can publish the complete independent evaluation set.,independent programme evaluation,26,long-term,"[""RC-W22-T08"", ""RC-W23-T09"", ""RC-W25-T08"", ""RC-W26-T01"", ""RC-W26-T02"", ""RC-W26-T03"", ""RC-W26-T04"", ""RC-W26-T05"", ""RC-W26-T06""]","Approved public artifacts include all outcomes, protocol deviations, reviewer observations and bounded generality conclusions.","[""RC-022""]","[""OWNER-LAUNCH-2026-09-07""]","Generality requires actual independent multi-domain execution and publication permission, not adapter counts or roadmap prose.",PLANNED,[],tsk_81f9f11ae1eb471bd97986bd724fc1db
RC-W27-T01,Audit evaluator and accepted-record tampering,Researchers can audit evaluator and accepted-record tampering.,integrity and later release,27,long-term,"[""RC-W22-T08"", ""RC-W23-T09"", ""RC-W25-T08"", ""RC-W26-T07""]","Independent probes cannot change metrics, holdouts, query counts or accepted evidence under the supported threat model.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_f03093ca74a608af9ac1b72e3ae03979
RC-W27-T02,Audit malicious sources and prompt injection,Researchers can audit malicious sources and prompt injection.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Adversarial papers, logs and proposal content remain untrusted data and cannot issue resource, credential or publication commands.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_f331daa345fa07a7f15f29e87de0dd68
RC-W27-T03,Audit runaway cost and recursive policies,Researchers can audit runaway cost and recursive policies.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Repeated retries, spawned work and policy self-promotion stop at finite approved ceilings with all consumed resources retained.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_475d8aa6ad945934031f60bf323f32b0
RC-W27-T04,Audit unsupported scientific conclusions,Researchers can audit unsupported scientific conclusions.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Injected novelty, causal and superiority claims lacking evidence are rejected; reviewers can trace the full applicable outcome set.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_77d7a3eb4bcaf9632d6087b4994918e7
RC-W27-T05,Resolve material integrity defects,Researchers can resolve material integrity defects.,integrity and later release,27,long-term,"[""RC-W27-T01""]",Reproduced findings have verified fixes or explicit release-blocking disposition; known material escapes cannot be hidden by documentation.,"[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_4ba625c7f673667a12ead188c771bd60
RC-W27-T06,Review complete distribution rights and notices,Researchers can review complete distribution rights and notices.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Source, data, models, fixtures, binaries and evidence each have exact permitted distribution records before public packaging.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_204b51c3e5d87fe81ad5acd26743d775
RC-W27-T07,Approve the actual later release scope,Researchers can approve the actual later release scope.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Maintainer review names supported domains, real comparative findings, human evidence, limits, version and rollback without implying general autonomy.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_2d290efc88b93d50a31e0a160e868a1d
RC-W27-T08,Publish corrections and retractions transparently,Researchers can publish corrections and retractions transparently.,integrity and later release,27,long-term,"[""RC-W27-T01""]","Approved corrections retain predecessor claims, changed evidence and reasons, with affected public artifacts clearly linked.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_333d842f3df9303fc365fed07aed85d8
RC-W27-T09,Verify the bounded research-system release,Researchers can verify the bounded research-system release.,integrity and later release,27,long-term,"[""RC-W22-T08"", ""RC-W23-T09"", ""RC-W25-T08"", ""RC-W26-T07"", ""RC-W27-T01"", ""RC-W27-T02"", ""RC-W27-T03"", ""RC-W27-T04"", ""RC-W27-T05"", ""RC-W27-T06"", ""RC-W27-T07"", ""RC-W27-T08""]","Public access, clean reproduction, independent evaluation and native plan state match approved scope; missing gates keep release incomplete.","[""RC-023"", ""RC-024""]","[""OWNER-LAUNCH-2026-09-07""]","Security/scientific audits, qualified review and publication approvals are independent and cannot be substituted by generated prose.",PLANNED,[],tsk_e81d7bd223dff9b29ec3da05588f4fb8
